# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul  1 21:30:23 2025
#
# COLUMN star_id:        Star ID
# COLUMN region:         Part of Sky Surveyed
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN starthjd:       Start HJD [day]
# COLUMN endhjd:         End HJD [day]
# COLUMN bmag:           B Mag [mag]
# COLUMN vmag:           V Mag [mag]
# COLUMN rmag:           R Mag [mag]
# COLUMN rerr:           R Mag uncertainty [mag]
# COLUMN lcfil:          Light Curve Filter
# COLUMN npts:           Points in Light Curve
#
star_id,region,ra,dec,starthjd,endhjd,bmag,vmag,rmag,rerr,lcfil,npts
TrES_Lyr1_10301,TrES_Lyr1,287.0933,49.0764,2453541.79,2453616.73,,,14.931,0.046,R,15545
TrES_Lyr1_10302,TrES_Lyr1,288.4075,48.7683,2453541.79,2453616.73,,,14.929,0.050,R,15546
TrES_Lyr1_10303,TrES_Lyr1,281.0167,47.6372,2453549.75,2453611.95,,,14.930,0.058,R,4145
TrES_Lyr1_10304,TrES_Lyr1,287.1429,46.8892,2453549.75,2453611.95,,,14.930,0.057,R,4147
TrES_Lyr1_10305,TrES_Lyr1,286.4558,44.4864,2453541.79,2453616.73,,,14.932,0.033,R,15544
TrES_Lyr1_10306,TrES_Lyr1,288.9721,46.7981,2453541.79,2453616.73,,,14.933,0.033,R,15544
TrES_Lyr1_10307,TrES_Lyr1,281.4388,44.1425,2453541.79,2453616.73,,,14.933,0.078,R,15545
TrES_Lyr1_10308,TrES_Lyr1,285.8846,46.4706,2453541.79,2453616.73,,,14.932,0.041,R,15544
TrES_Lyr1_10309,TrES_Lyr1,288.9954,44.6281,2453541.79,2453616.73,,,14.932,0.043,R,15542
TrES_Lyr1_10310,TrES_Lyr1,288.6150,48.4317,2453541.79,2453616.73,,,14.931,0.065,R,15544
TrES_Lyr1_10311,TrES_Lyr1,282.0625,46.4733,2453541.79,2453616.73,,,14.932,0.044,R,15546
TrES_Lyr1_10312,TrES_Lyr1,287.4346,44.2208,2453541.79,2453616.73,,,14.932,0.039,R,15545
TrES_Lyr1_10313,TrES_Lyr1,289.4508,49.3000,2453549.75,2453611.95,,,14.931,0.066,R,4147
TrES_Lyr1_10314,TrES_Lyr1,286.6658,47.0397,2453541.79,2453616.73,,,14.933,0.045,R,15546
TrES_Lyr1_10315,TrES_Lyr1,285.3771,48.5997,2453541.79,2453616.73,,,14.933,0.041,R,15546
TrES_Lyr1_10316,TrES_Lyr1,287.5071,47.7989,2453541.79,2453616.73,,,14.933,0.093,R,15545
TrES_Lyr1_10317,TrES_Lyr1,281.0400,47.4711,2453541.79,2453616.73,,,14.933,0.027,R,15545
TrES_Lyr1_10318,TrES_Lyr1,287.7596,47.7244,2453541.79,2453616.73,,,14.933,0.034,R,15544
TrES_Lyr1_10319,TrES_Lyr1,289.1833,45.0931,2453549.75,2453611.95,,,14.932,0.157,R,4148
TrES_Lyr1_10320,TrES_Lyr1,285.2833,49.2381,2453541.79,2453616.73,,,14.934,0.034,R,15546
TrES_Lyr1_10321,TrES_Lyr1,285.5842,48.2128,2453541.79,2453616.73,,,14.934,0.038,R,15545
TrES_Lyr1_10322,TrES_Lyr1,282.7521,47.0036,2453541.79,2453616.73,,,14.923,0.147,R,15546
TrES_Lyr1_10323,TrES_Lyr1,286.8667,46.0336,2453541.79,2453616.73,,,14.934,0.051,R,15546
TrES_Lyr1_10324,TrES_Lyr1,287.9237,47.0967,2453541.79,2453616.73,,,14.934,0.119,R,15545
TrES_Lyr1_10325,TrES_Lyr1,289.7396,49.6903,2453549.75,2453611.95,,,14.939,0.067,R,4147
TrES_Lyr1_10326,TrES_Lyr1,289.1662,44.4425,2453549.75,2453611.95,,,14.933,0.085,R,4146
TrES_Lyr1_10327,TrES_Lyr1,289.3646,47.6064,2453549.75,2453611.95,,,14.933,0.045,R,4147
TrES_Lyr1_10328,TrES_Lyr1,285.5667,45.7497,2453541.79,2453616.73,,,14.935,0.044,R,15546
TrES_Lyr1_10329,TrES_Lyr1,284.8483,45.4994,2453541.79,2453616.73,,,14.935,0.033,R,15546
TrES_Lyr1_10330,TrES_Lyr1,281.5246,48.1583,2453541.79,2453616.73,,,14.935,0.034,R,15544
TrES_Lyr1_10331,TrES_Lyr1,281.5308,46.8319,2453541.79,2453616.73,,,14.935,0.031,R,15545
TrES_Lyr1_10332,TrES_Lyr1,281.7450,44.5192,2453541.79,2453616.73,,,14.935,0.052,R,15544
TrES_Lyr1_10333,TrES_Lyr1,287.8796,47.7769,2453541.79,2453616.73,,,14.935,0.082,R,15546
TrES_Lyr1_10334,TrES_Lyr1,284.6821,46.6875,2453541.79,2453616.73,,,14.935,0.058,R,15545
TrES_Lyr1_10335,TrES_Lyr1,289.1233,46.4550,2453541.79,2453616.73,,,14.936,0.024,R,15544
TrES_Lyr1_10336,TrES_Lyr1,286.5250,48.6836,2453541.79,2453616.73,,,14.936,0.047,R,15544
TrES_Lyr1_10337,TrES_Lyr1,285.9367,48.8881,2453541.79,2453616.73,,,14.937,0.038,R,11398
TrES_Lyr1_10338,TrES_Lyr1,284.8092,45.8889,2453541.79,2453616.73,,,14.936,0.043,R,15544
TrES_Lyr1_10339,TrES_Lyr1,284.9787,46.1736,2453541.79,2453616.73,,,14.936,0.033,R,15546
TrES_Lyr1_10340,TrES_Lyr1,287.3450,44.7725,2453541.79,2453616.73,,,14.935,0.028,R,11398
TrES_Lyr1_10341,TrES_Lyr1,288.7696,48.8892,2453541.79,2453616.73,,,14.936,0.218,R,11398
TrES_Lyr1_10342,TrES_Lyr1,281.3917,45.8581,2453541.79,2453616.73,,,14.936,0.041,R,15544
TrES_Lyr1_10343,TrES_Lyr1,287.3637,43.9792,2453549.75,2453611.95,,,14.935,0.073,R,4147
TrES_Lyr1_10344,TrES_Lyr1,289.2883,44.1356,2453549.75,2453611.95,,,14.915,0.081,R,4146
TrES_Lyr1_10345,TrES_Lyr1,284.6242,45.6575,2453541.79,2453616.73,,,14.937,0.059,R,15544
TrES_Lyr1_10346,TrES_Lyr1,287.9321,45.3014,2453541.79,2453616.73,,,14.937,0.154,R,15544
TrES_Lyr1_10347,TrES_Lyr1,283.7312,45.8847,2453541.79,2453616.73,,,14.937,0.076,R,15544
TrES_Lyr1_10348,TrES_Lyr1,283.6371,46.0783,2453541.79,2453616.73,,,14.937,0.042,R,15543
TrES_Lyr1_10349,TrES_Lyr1,285.1162,44.9406,2453541.79,2453616.73,,,14.937,0.143,R,15543
TrES_Lyr1_10350,TrES_Lyr1,284.5896,47.6425,2453541.79,2453616.73,,,14.937,0.046,R,15545
TrES_Lyr1_10351,TrES_Lyr1,284.5479,46.6694,2453541.79,2453616.73,,,14.937,0.093,R,15546
TrES_Lyr1_10352,TrES_Lyr1,289.1208,49.1567,2453541.79,2453616.73,,,14.937,0.036,R,15545
TrES_Lyr1_10353,TrES_Lyr1,284.2658,44.0494,2453549.75,2453611.95,,,14.936,0.046,R,4147
TrES_Lyr1_10354,TrES_Lyr1,283.0754,49.8531,2453549.75,2453611.95,,,14.935,0.069,R,4147
TrES_Lyr1_10355,TrES_Lyr1,284.9946,47.6322,2453541.79,2453616.73,,,14.938,0.044,R,15546
TrES_Lyr1_10356,TrES_Lyr1,283.4842,49.1381,2453541.79,2453616.73,,,14.938,0.027,R,15544
TrES_Lyr1_10357,TrES_Lyr1,282.7092,45.5911,2453541.79,2453616.73,,,14.938,0.044,R,15543
TrES_Lyr1_10358,TrES_Lyr1,284.4446,45.9150,2453541.79,2453616.73,,,14.938,0.056,R,15545
TrES_Lyr1_10359,TrES_Lyr1,283.3658,45.1908,2453541.79,2453616.73,,,14.938,0.045,R,15546
TrES_Lyr1_10360,TrES_Lyr1,289.2400,46.2197,2453549.75,2453611.95,,,14.937,0.031,R,4146
TrES_Lyr1_10361,TrES_Lyr1,289.5646,49.1225,2453549.75,2453611.95,,,14.937,0.054,R,4148
TrES_Lyr1_10362,TrES_Lyr1,288.1375,46.5628,2453541.79,2453616.73,,,14.939,0.053,R,15545
TrES_Lyr1_10363,TrES_Lyr1,283.7550,45.3353,2453541.79,2453616.73,,,14.939,0.037,R,15546
TrES_Lyr1_10364,TrES_Lyr1,288.0442,44.5817,2453541.79,2453616.73,,,14.939,0.034,R,15544
TrES_Lyr1_10365,TrES_Lyr1,289.0612,45.1864,2453541.79,2453616.73,,,14.941,0.044,R,15545
TrES_Lyr1_10366,TrES_Lyr1,284.1458,44.4575,2453541.79,2453616.73,,,14.939,0.049,R,15546
TrES_Lyr1_10367,TrES_Lyr1,281.3383,46.3578,2453541.79,2453616.73,,,14.939,0.072,R,15544
TrES_Lyr1_10368,TrES_Lyr1,281.9554,44.2617,2453541.79,2453616.73,,,14.940,0.098,R,11398
TrES_Lyr1_10369,TrES_Lyr1,284.5771,45.3519,2453541.79,2453616.73,,,14.940,0.038,R,15546
TrES_Lyr1_10370,TrES_Lyr1,289.4925,46.8050,2453549.75,2453611.95,,,14.938,0.063,R,4147
TrES_Lyr1_10371,TrES_Lyr1,288.4433,45.5592,2453541.79,2453616.73,,,14.940,0.043,R,15545
TrES_Lyr1_10372,TrES_Lyr1,287.7342,46.8342,2453541.79,2453616.73,,,14.940,0.034,R,15546
TrES_Lyr1_10373,TrES_Lyr1,284.0375,48.6336,2453541.79,2453616.73,,,14.940,0.046,R,15543
TrES_Lyr1_10374,TrES_Lyr1,284.1562,47.7383,2453541.79,2453616.73,,,14.940,0.034,R,15544
TrES_Lyr1_10375,TrES_Lyr1,285.4804,47.3000,2453541.79,2453616.73,,,14.941,0.045,R,15546
TrES_Lyr1_10376,TrES_Lyr1,284.2929,49.2939,2453541.79,2453616.73,,,14.941,0.041,R,15545
TrES_Lyr1_10377,TrES_Lyr1,288.6108,46.3289,2453541.79,2453616.73,,,14.941,0.047,R,15545
TrES_Lyr1_10378,TrES_Lyr1,282.0446,47.2728,2453541.79,2453616.73,,,14.943,0.061,R,11398
TrES_Lyr1_10379,TrES_Lyr1,287.7237,45.5403,2453541.79,2453616.73,,,14.941,0.043,R,11398
TrES_Lyr1_10380,TrES_Lyr1,284.8533,48.8519,2453541.79,2453616.73,,,14.941,0.032,R,15546
TrES_Lyr1_10381,TrES_Lyr1,284.9579,47.2356,2453541.79,2453616.73,,,14.942,0.045,R,15545
TrES_Lyr1_10382,TrES_Lyr1,287.9721,44.5125,2453541.79,2453616.73,,,14.942,0.037,R,15544
TrES_Lyr1_10383,TrES_Lyr1,286.0663,48.2283,2453541.79,2453616.73,,,14.942,0.062,R,15546
TrES_Lyr1_10384,TrES_Lyr1,285.5838,46.4272,2453541.79,2453616.73,,,14.942,0.036,R,15545
TrES_Lyr1_10385,TrES_Lyr1,287.1417,48.6264,2453541.79,2453616.73,,,14.941,0.051,R,15546
TrES_Lyr1_10386,TrES_Lyr1,288.9354,44.5317,2453541.79,2453616.73,,,14.942,0.036,R,15544
TrES_Lyr1_10387,TrES_Lyr1,289.4667,48.0511,2453549.75,2453611.95,,,14.941,0.056,R,4146
TrES_Lyr1_10388,TrES_Lyr1,284.4967,49.8886,2453549.75,2453611.95,,,14.941,0.094,R,4148
TrES_Lyr1_10389,TrES_Lyr1,289.4108,47.6506,2453549.75,2453611.95,,,14.940,0.047,R,4147
TrES_Lyr1_10390,TrES_Lyr1,281.6196,46.9731,2453549.75,2453611.95,,,14.942,0.033,R,4147
TrES_Lyr1_10391,TrES_Lyr1,281.0817,47.3789,2453541.79,2453616.73,,,14.943,0.079,R,15542
TrES_Lyr1_10392,TrES_Lyr1,284.0079,45.1078,2453541.79,2453616.73,,,14.944,0.059,R,15545
TrES_Lyr1_10393,TrES_Lyr1,281.2354,48.4992,2453541.79,2453616.73,,,14.944,0.095,R,15545
TrES_Lyr1_10394,TrES_Lyr1,281.4871,48.5967,2453549.75,2453611.95,,,14.942,0.043,R,4147
TrES_Lyr1_10395,TrES_Lyr1,286.5829,44.2333,2453541.79,2453616.73,,,14.943,0.040,R,15543
TrES_Lyr1_10396,TrES_Lyr1,285.5150,45.2917,2453541.79,2453616.73,,,14.943,0.065,R,15542
TrES_Lyr1_10397,TrES_Lyr1,286.4742,44.1175,2453549.75,2453611.95,,,14.942,0.058,R,4148
TrES_Lyr1_10398,TrES_Lyr1,288.7788,45.2183,2453549.75,2453611.95,,,14.941,0.140,R,4145
TrES_Lyr1_10399,TrES_Lyr1,288.8533,44.9022,2453541.79,2453616.73,,,14.944,0.056,R,15546
TrES_Lyr1_10400,TrES_Lyr1,284.3746,48.4425,2453541.79,2453616.73,,,14.944,0.034,R,15542
TrES_Lyr1_10401,TrES_Lyr1,282.6488,47.8764,2453541.79,2453616.73,,,14.944,0.032,R,15545
TrES_Lyr1_10402,TrES_Lyr1,284.4996,48.1603,2453541.79,2453616.73,,,14.944,0.031,R,11398
TrES_Lyr1_10403,TrES_Lyr1,288.7542,46.2403,2453541.79,2453616.73,,,14.944,0.034,R,15546
TrES_Lyr1_10404,TrES_Lyr1,283.2663,45.5219,2453541.79,2453616.73,,,14.944,0.049,R,15545
TrES_Lyr1_10405,TrES_Lyr1,282.7721,49.0689,2453541.79,2453616.73,,,14.945,0.051,R,15545
TrES_Lyr1_10406,TrES_Lyr1,283.7729,44.6253,2453541.79,2453616.73,,,14.945,0.154,R,15545
TrES_Lyr1_10407,TrES_Lyr1,281.3721,47.8744,2453541.79,2453616.73,,,14.945,0.058,R,15545
TrES_Lyr1_10408,TrES_Lyr1,286.2517,48.2406,2453541.79,2453616.73,,,14.945,0.036,R,15545
TrES_Lyr1_10409,TrES_Lyr1,289.1533,46.8436,2453541.79,2453616.73,,,14.945,0.172,R,11398
TrES_Lyr1_10410,TrES_Lyr1,288.2479,49.3428,2453541.79,2453616.73,,,14.945,0.032,R,11398
TrES_Lyr1_10411,TrES_Lyr1,281.1642,46.0897,2453549.75,2453611.95,,,14.944,0.125,R,4148
TrES_Lyr1_10412,TrES_Lyr1,289.6400,49.3800,2453549.75,2453611.95,,,14.944,0.049,R,4147
TrES_Lyr1_10413,TrES_Lyr1,286.6492,44.4164,2453541.79,2453616.73,,,14.946,0.158,R,11398
TrES_Lyr1_10414,TrES_Lyr1,281.4904,47.7100,2453541.79,2453616.73,,,14.946,0.042,R,15545
TrES_Lyr1_10415,TrES_Lyr1,285.6458,46.9561,2453541.79,2453616.73,,,14.946,0.096,R,11398
TrES_Lyr1_10416,TrES_Lyr1,285.6100,47.4631,2453541.79,2453616.73,,,14.946,0.084,R,15545
TrES_Lyr1_10417,TrES_Lyr1,288.7613,48.9492,2453549.75,2453611.95,,,14.945,0.055,R,4147
TrES_Lyr1_10418,TrES_Lyr1,284.2492,49.2597,2453541.79,2453616.73,,,14.947,0.031,R,15545
TrES_Lyr1_10419,TrES_Lyr1,283.8850,46.0197,2453541.79,2453616.73,,,14.947,0.031,R,15545
TrES_Lyr1_10420,TrES_Lyr1,284.6854,49.2597,2453541.79,2453616.73,,,14.947,0.029,R,15545
TrES_Lyr1_10421,TrES_Lyr1,282.1350,47.3119,2453541.79,2453616.73,,,14.947,0.097,R,15546
TrES_Lyr1_10422,TrES_Lyr1,281.2279,45.4031,2453541.79,2453616.73,,,14.947,0.049,R,15545
TrES_Lyr1_10423,TrES_Lyr1,289.0446,49.2933,2453541.79,2453616.73,,,14.947,0.053,R,15546
TrES_Lyr1_10424,TrES_Lyr1,287.9346,47.0542,2453541.79,2453616.73,,,14.947,0.048,R,15544
TrES_Lyr1_10425,TrES_Lyr1,281.9754,43.9575,2453549.75,2453611.95,,,14.946,0.059,R,4145
TrES_Lyr1_10426,TrES_Lyr1,285.2975,45.3600,2453541.79,2453616.73,,,14.948,0.035,R,11398
TrES_Lyr1_10427,TrES_Lyr1,286.4796,45.1700,2453541.79,2453616.73,,,14.948,0.056,R,15546
TrES_Lyr1_10428,TrES_Lyr1,285.3992,45.7522,2453541.79,2453616.73,,,14.948,0.068,R,15545
TrES_Lyr1_10429,TrES_Lyr1,286.9413,47.9531,2453541.79,2453616.73,,,14.948,0.047,R,15546
TrES_Lyr1_10430,TrES_Lyr1,281.9642,44.9147,2453541.79,2453616.73,,,14.948,0.045,R,15543
TrES_Lyr1_10431,TrES_Lyr1,281.4983,45.1525,2453541.79,2453616.73,,,14.948,0.040,R,15545
TrES_Lyr1_10432,TrES_Lyr1,285.6171,49.2339,2453541.79,2453616.73,,,14.947,0.043,R,15545
TrES_Lyr1_10433,TrES_Lyr1,285.3075,44.6719,2453541.79,2453616.73,,,14.948,0.036,R,15545
TrES_Lyr1_10434,TrES_Lyr1,285.4787,48.0364,2453549.75,2453611.95,,,14.947,0.137,R,4148
TrES_Lyr1_10435,TrES_Lyr1,282.9246,44.9214,2453541.79,2453616.73,,,14.949,0.035,R,15544
TrES_Lyr1_10436,TrES_Lyr1,286.3225,45.1200,2453541.79,2453616.73,,,14.949,0.035,R,15545
TrES_Lyr1_10437,TrES_Lyr1,286.7613,46.3819,2453541.79,2453616.73,,,14.949,0.035,R,15546
TrES_Lyr1_10438,TrES_Lyr1,285.7604,48.7525,2453541.79,2453616.73,,,14.949,0.043,R,15542
TrES_Lyr1_10439,TrES_Lyr1,284.6058,47.3544,2453541.79,2453616.73,,,14.949,0.049,R,15545
TrES_Lyr1_10440,TrES_Lyr1,284.2346,48.9931,2453541.79,2453616.73,,,14.949,0.083,R,15544
TrES_Lyr1_10441,TrES_Lyr1,281.9900,46.9267,2453541.79,2453616.73,,,14.949,0.040,R,15542
TrES_Lyr1_10442,TrES_Lyr1,282.2192,45.9214,2453541.79,2453616.73,,,14.949,0.045,R,15544
TrES_Lyr1_10443,TrES_Lyr1,289.3371,46.2956,2453549.75,2453611.95,,,14.949,0.058,R,4148
TrES_Lyr1_10444,TrES_Lyr1,282.2879,47.7667,2453541.79,2453616.73,,,14.950,0.040,R,15545
TrES_Lyr1_10445,TrES_Lyr1,284.7387,47.1694,2453541.79,2453616.73,,,14.950,0.041,R,15545
TrES_Lyr1_10446,TrES_Lyr1,283.6071,49.2931,2453541.79,2453616.73,,,14.950,0.036,R,15546
TrES_Lyr1_10447,TrES_Lyr1,282.9937,48.4442,2453541.79,2453616.73,,,14.949,0.070,R,15546
TrES_Lyr1_10448,TrES_Lyr1,286.4600,45.6819,2453541.79,2453616.73,,,14.950,0.045,R,11398
TrES_Lyr1_10449,TrES_Lyr1,285.2254,49.4242,2453541.79,2453616.73,,,14.950,0.041,R,15545
TrES_Lyr1_10450,TrES_Lyr1,283.4396,49.5564,2453541.79,2453616.73,,,14.951,0.034,R,15544
TrES_Lyr1_10451,TrES_Lyr1,288.9513,45.3619,2453541.79,2453616.73,,,14.950,0.068,R,15544
TrES_Lyr1_10452,TrES_Lyr1,289.5558,44.9431,2453549.75,2453611.95,,,14.950,0.090,R,4145
TrES_Lyr1_10453,TrES_Lyr1,281.7500,46.6494,2453541.79,2453616.73,,,14.951,0.044,R,15544
TrES_Lyr1_10454,TrES_Lyr1,282.8650,44.5383,2453541.79,2453616.73,,,14.951,0.043,R,15544
TrES_Lyr1_10455,TrES_Lyr1,287.3975,47.2822,2453541.79,2453616.73,,,14.951,0.039,R,15546
TrES_Lyr1_10456,TrES_Lyr1,289.3442,44.7236,2453549.75,2453611.95,,,14.951,0.071,R,4145
TrES_Lyr1_10457,TrES_Lyr1,287.1300,44.0056,2453549.75,2453611.95,,,14.951,0.062,R,4147
TrES_Lyr1_10458,TrES_Lyr1,288.2383,44.6822,2453541.79,2453616.73,,,14.952,0.032,R,15546
TrES_Lyr1_10459,TrES_Lyr1,287.1958,49.1750,2453541.79,2453616.73,,,14.952,0.038,R,15545
TrES_Lyr1_10460,TrES_Lyr1,282.1438,46.9281,2453541.79,2453616.73,,,14.952,0.041,R,15544
TrES_Lyr1_10461,TrES_Lyr1,288.4204,47.9853,2453541.79,2453616.73,,,14.952,0.033,R,15545
TrES_Lyr1_10462,TrES_Lyr1,281.6508,48.9931,2453541.79,2453616.73,,,14.952,0.032,R,15545
TrES_Lyr1_10463,TrES_Lyr1,288.7275,44.8758,2453541.79,2453616.73,,,14.952,0.136,R,15544
TrES_Lyr1_10464,TrES_Lyr1,283.2704,49.4753,2453541.79,2453616.73,,,14.953,0.044,R,15544
TrES_Lyr1_10465,TrES_Lyr1,283.7300,49.4289,2453541.79,2453616.73,,,14.952,0.035,R,15546
TrES_Lyr1_10466,TrES_Lyr1,282.4100,49.0417,2453541.79,2453616.73,,,14.952,0.037,R,15546
TrES_Lyr1_10467,TrES_Lyr1,282.0900,44.4928,2453541.79,2453616.73,,,14.952,0.075,R,15544
TrES_Lyr1_10468,TrES_Lyr1,288.9021,43.9603,2453549.75,2453611.95,,,14.952,0.069,R,4144
TrES_Lyr1_10469,TrES_Lyr1,288.1342,49.4067,2453549.75,2453611.95,,,14.952,0.061,R,4146
TrES_Lyr1_10470,TrES_Lyr1,287.4967,44.6222,2453541.79,2453616.73,,,14.953,0.031,R,15546
TrES_Lyr1_10471,TrES_Lyr1,284.2646,49.2478,2453541.79,2453616.73,,,14.953,0.035,R,15544
TrES_Lyr1_10472,TrES_Lyr1,284.7688,44.3178,2453541.79,2453616.73,,,14.953,0.164,R,15543
TrES_Lyr1_10473,TrES_Lyr1,285.3446,48.6478,2453541.79,2453616.73,,,14.953,0.057,R,15544
TrES_Lyr1_10474,TrES_Lyr1,289.6221,46.4475,2453549.75,2453611.95,,,14.953,0.043,R,4144
TrES_Lyr1_10475,TrES_Lyr1,285.5013,46.0714,2453541.79,2453616.73,,,14.954,0.044,R,15545
TrES_Lyr1_10476,TrES_Lyr1,282.6404,47.8414,2453541.79,2453616.73,,,14.953,0.119,R,15545
TrES_Lyr1_10477,TrES_Lyr1,282.8138,45.5500,2453541.79,2453616.73,,,14.954,0.033,R,15545
TrES_Lyr1_10478,TrES_Lyr1,281.3479,48.5086,2453541.79,2453616.73,,,14.955,0.040,R,15544
TrES_Lyr1_10479,TrES_Lyr1,283.0029,44.2842,2453541.79,2453616.73,,,14.954,0.033,R,15545
TrES_Lyr1_10480,TrES_Lyr1,284.0800,46.8306,2453541.79,2453616.73,,,14.955,0.047,R,15543
TrES_Lyr1_10481,TrES_Lyr1,286.6600,49.4269,2453541.79,2453616.73,,,14.954,0.180,R,11398
TrES_Lyr1_10482,TrES_Lyr1,288.6058,49.1811,2453541.79,2453616.73,,,14.955,0.034,R,15546
TrES_Lyr1_10483,TrES_Lyr1,285.8358,45.7719,2453541.79,2453616.73,,,14.955,0.034,R,15545
TrES_Lyr1_10484,TrES_Lyr1,288.0263,49.1353,2453541.79,2453616.73,,,14.955,0.077,R,15545
TrES_Lyr1_10485,TrES_Lyr1,289.5362,49.4211,2453549.75,2453611.95,,,14.955,0.064,R,4147
TrES_Lyr1_10486,TrES_Lyr1,282.5467,44.5550,2453549.75,2453611.95,,,14.955,0.058,R,4147
TrES_Lyr1_10487,TrES_Lyr1,282.2200,44.4500,2453541.79,2453616.73,,,14.980,0.050,R,11398
TrES_Lyr1_10488,TrES_Lyr1,287.4275,44.8644,2453541.79,2453616.73,,,14.956,0.031,R,15545
TrES_Lyr1_10489,TrES_Lyr1,289.6538,49.8064,2453549.75,2453611.95,,,14.942,0.076,R,4148
TrES_Lyr1_10490,TrES_Lyr1,289.6100,49.5967,2453549.75,2453611.95,,,14.955,0.059,R,4145
TrES_Lyr1_10491,TrES_Lyr1,289.4554,44.2806,2453549.75,2453611.95,,,14.956,0.121,R,4146
TrES_Lyr1_10492,TrES_Lyr1,288.9571,48.4417,2453541.79,2453616.73,,,14.958,0.052,R,15544
TrES_Lyr1_10493,TrES_Lyr1,288.5050,44.2975,2453541.79,2453616.73,,,14.957,0.035,R,15544
TrES_Lyr1_10494,TrES_Lyr1,282.2113,46.6992,2453541.79,2453616.73,,,14.957,0.038,R,15545
TrES_Lyr1_10495,TrES_Lyr1,286.9175,45.1114,2453541.79,2453616.73,,,14.957,0.047,R,15545
TrES_Lyr1_10496,TrES_Lyr1,282.6379,46.4881,2453541.79,2453616.73,,,14.958,0.033,R,11398
TrES_Lyr1_10497,TrES_Lyr1,285.1463,45.6119,2453541.79,2453616.73,,,14.957,0.030,R,15546
TrES_Lyr1_10498,TrES_Lyr1,287.0354,49.8914,2453549.75,2453611.95,,,14.939,0.054,R,4148
TrES_Lyr1_10499,TrES_Lyr1,289.4762,47.7994,2453549.75,2453611.95,,,14.957,0.043,R,4147
TrES_Lyr1_10500,TrES_Lyr1,281.9038,44.2561,2453541.79,2453616.73,,,14.959,0.052,R,15544
TrES_Lyr1_10501,TrES_Lyr1,287.6954,47.5458,2453541.79,2453616.73,,,14.958,0.101,R,15546
TrES_Lyr1_10502,TrES_Lyr1,287.4779,44.4808,2453541.79,2453616.73,,,14.958,0.036,R,15542
TrES_Lyr1_10503,TrES_Lyr1,288.5908,46.8161,2453541.79,2453616.73,,,14.959,0.203,R,11398
TrES_Lyr1_10504,TrES_Lyr1,282.3204,45.7261,2453541.79,2453616.73,,,14.959,0.032,R,15544
TrES_Lyr1_10505,TrES_Lyr1,281.9108,49.2978,2453549.75,2453611.95,,,14.958,0.082,R,4147
TrES_Lyr1_10506,TrES_Lyr1,289.1600,44.4489,2453549.75,2453611.95,,,14.958,0.077,R,4148
TrES_Lyr1_10507,TrES_Lyr1,284.8846,44.3375,2453549.75,2453611.95,,,14.957,0.134,R,4146
TrES_Lyr1_10508,TrES_Lyr1,286.8921,49.8686,2453549.75,2453611.95,,,14.958,0.060,R,4148
TrES_Lyr1_10509,TrES_Lyr1,284.1100,46.3819,2453541.79,2453616.73,,,14.959,0.037,R,15546
TrES_Lyr1_10510,TrES_Lyr1,287.6717,44.9883,2453541.79,2453616.73,,,14.959,0.033,R,15545
TrES_Lyr1_10511,TrES_Lyr1,288.9212,44.4022,2453541.79,2453616.73,,,14.959,0.076,R,15544
TrES_Lyr1_10512,TrES_Lyr1,284.7950,46.4892,2453541.79,2453616.73,,,14.959,0.044,R,15546
TrES_Lyr1_10513,TrES_Lyr1,287.7208,44.9975,2453541.79,2453616.73,,,14.959,0.044,R,15545
TrES_Lyr1_10514,TrES_Lyr1,286.1654,44.3142,2453541.79,2453616.73,,,14.959,0.031,R,15544
TrES_Lyr1_10515,TrES_Lyr1,282.7817,45.5836,2453541.79,2453616.73,,,14.959,0.055,R,15544
TrES_Lyr1_10516,TrES_Lyr1,284.0987,49.3972,2453541.79,2453616.73,,,14.959,0.041,R,15544
TrES_Lyr1_10517,TrES_Lyr1,289.3608,45.6867,2453549.75,2453611.95,,,14.959,0.049,R,4128
TrES_Lyr1_10518,TrES_Lyr1,289.4204,47.4953,2453549.75,2453611.95,,,14.959,0.053,R,4145
TrES_Lyr1_10519,TrES_Lyr1,286.0729,46.1392,2453541.79,2453616.73,,,14.960,0.056,R,15546
TrES_Lyr1_10520,TrES_Lyr1,282.3012,44.6242,2453541.79,2453616.73,,,14.960,0.032,R,15544
TrES_Lyr1_10521,TrES_Lyr1,281.7417,47.5008,2453541.79,2453616.73,,,14.961,0.089,R,15544
TrES_Lyr1_10522,TrES_Lyr1,285.8146,46.6600,2453541.79,2453616.73,,,14.960,0.030,R,15545
TrES_Lyr1_10523,TrES_Lyr1,289.5704,48.0539,2453549.75,2453611.95,,,14.960,0.050,R,4148
TrES_Lyr1_10524,TrES_Lyr1,286.8533,49.2617,2453541.79,2453616.73,,,14.961,0.053,R,15545
TrES_Lyr1_10525,TrES_Lyr1,283.2663,48.4911,2453541.79,2453616.73,,,14.961,0.038,R,11398
TrES_Lyr1_10526,TrES_Lyr1,284.4125,45.9667,2453541.79,2453616.73,,,14.961,0.031,R,15546
TrES_Lyr1_10527,TrES_Lyr1,284.1654,45.5603,2453541.79,2453616.73,,,14.967,0.086,R,15545
